"","from","to","weight","type","subtype","name"
"420",10,16,1.34716421917688,"pottery","decor","twisted_cord_roulette"
"421",10,17,1.11740246892912,"pottery","decor","twisted_cord_roulette"
"422",11,12,14.4209415728731,"pottery","decor","twisted_cord_roulette"
"423",11,20,101.754873453397,"pottery","decor","twisted_cord_roulette"
"424",11,18,85.753099,"pottery","decor","twisted_cord_roulette"
"425",11,14,53.4031275365682,"pottery","decor","twisted_cord_roulette"
"426",11,19,82.32297504,"pottery","decor","twisted_cord_roulette"
"427",11,5,53.6008727079089,"pottery","decor","twisted_cord_roulette"
"428",11,6,14.6281912352482,"pottery","decor","twisted_cord_roulette"
"429",11,15,48.3362120000001,"pottery","decor","twisted_cord_roulette"
"430",11,16,13.1927844610107,"pottery","decor","twisted_cord_roulette"
"431",11,17,10.9427267432847,"pottery","decor","twisted_cord_roulette"
"432",12,20,124.718019447396,"pottery","decor","twisted_cord_roulette"
"433",12,18,105.1051051,"pottery","decor","twisted_cord_roulette"
"434",12,14,65.454676249073,"pottery","decor","twisted_cord_roulette"
"435",12,19,100.900900896,"pottery","decor","twisted_cord_roulette"
"436",12,5,65.6970468136258,"pottery","decor","twisted_cord_roulette"
"437",12,6,17.9293529345646,"pottery","decor","twisted_cord_roulette"
"438",12,15,59.2443037235994,"pottery","decor","twisted_cord_roulette"
"439",12,16,16.170016168584,"pottery","decor","twisted_cord_roulette"
"440",12,17,13.4121851903395,"pottery","decor","twisted_cord_roulette"
"441",20,18,741.62679425,"pottery","decor","twisted_cord_roulette"
"442",20,14,461.851416913446,"pottery","decor","twisted_cord_roulette"
"443",20,19,711.96172248,"pottery","decor","twisted_cord_roulette"
"444",20,5,463.561595545006,"pottery","decor","twisted_cord_roulette"
"445",20,6,126.510396685175,"pottery","decor","twisted_cord_roulette"
"446",20,15,418.030722735145,"pottery","decor","twisted_cord_roulette"
"447",20,16,114.096429880052,"pottery","decor","twisted_cord_roulette"
"448",20,17,94.6370387730942,"pottery","decor","twisted_cord_roulette"
"449",18,14,389.221557,"pottery","decor","twisted_cord_roulette"
"450",18,19,600,"pottery","decor","twisted_cord_roulette"
"451",18,5,390.66279625,"pottery","decor","twisted_cord_roulette"
"452",18,6,106.6156165625,"pottery","decor","twisted_cord_roulette"
"453",18,15,352.292020373515,"pottery","decor","twisted_cord_roulette"
"454",18,16,96.15384615,"pottery","decor","twisted_cord_roulette"
"455",18,17,79.754601225,"pottery","decor","twisted_cord_roulette"
"456",14,19,373.65269472,"pottery","decor","twisted_cord_roulette"
"457",14,5,243.287010909438,"pottery","decor","twisted_cord_roulette"
"458",14,6,66.395354046354,"pottery","decor","twisted_cord_roulette"
"459",14,15,219.391437901528,"pottery","decor","twisted_cord_roulette"
"460",14,16,59.8802395360663,"pottery","decor","twisted_cord_roulette"
"461",14,17,49.6675361067338,"pottery","decor","twisted_cord_roulette"
"462",19,5,375.0362844,"pottery","decor","twisted_cord_roulette"
"463",19,6,102.3509919,"pottery","decor","twisted_cord_roulette"
"464",19,15,338.200339558574,"pottery","decor","twisted_cord_roulette"
"465",19,16,92.307692304,"pottery","decor","twisted_cord_roulette"
"466",19,17,76.564417176,"pottery","decor","twisted_cord_roulette"
"467",5,6,66.6412078243585,"pottery","decor","twisted_cord_roulette"
"468",5,15,220.203817241087,"pottery","decor","twisted_cord_roulette"
"469",5,16,60.1019686514421,"pottery","decor","twisted_cord_roulette"
"470",5,17,49.8514488453795,"pottery","decor","twisted_cord_roulette"
"471",6,15,60.0957295394738,"pottery","decor","twisted_cord_roulette"
"472",6,16,16.4024025474208,"pottery","decor","twisted_cord_roulette"
"473",6,17,13.6049375732795,"pottery","decor","twisted_cord_roulette"
"474",15,16,54.1987723629882,"pottery","decor","twisted_cord_roulette"
"475",15,17,44.9550553594228,"pottery","decor","twisted_cord_roulette"
"476",16,17,12.2699386495092,"pottery","decor","twisted_cord_roulette"
"477",7,8,0.956074133139059,"pottery","decor","paint"
"478",7,9,3.00367601095361,"pottery","decor","paint"
"479",7,3,0.628120828223191,"pottery","decor","paint"
"480",7,21,7.84096676969697,"pottery","decor","paint"
"481",7,10,0.159937305068413,"pottery","decor","paint"
"482",7,11,0.175752693702548,"pottery","decor","paint"
"483",7,12,0.0457078083627006,"pottery","decor","paint"
"484",7,20,2.33044213517147,"pottery","decor","paint"
"485",7,15,1.31792140950764,"pottery","decor","paint"
"486",7,16,0.415453355338009,"pottery","decor","paint"
"487",7,17,0.634973996057745,"pottery","decor","paint"
"488",7,22,2.34868520120241,"pottery","decor","paint"
"489",8,9,123.958236994017,"pottery","decor","paint"
"490",8,3,25.9218205298543,"pottery","decor","paint"
"491",8,21,323.587635136364,"pottery","decor","paint"
"492",8,10,6.60042770710162,"pottery","decor","paint"
"493",8,11,7.25311051487229,"pottery","decor","paint"
"494",8,12,1.88630841703261,"pottery","decor","paint"
"495",8,20,96.1746531380106,"pottery","decor","paint"
"496",8,15,54.389093172326,"pottery","decor","paint"
"497",8,16,17.1452797482637,"pottery","decor","paint"
"498",8,17,26.2046428447437,"pottery","decor","paint"
"499",8,22,96.9275233857716,"pottery","decor","paint"
"500",9,3,81.4379845526515,"pottery","decor","paint"
"501",9,21,1016.60779578788,"pottery","decor","paint"
"502",9,10,20.7364112035558,"pottery","decor","paint"
"503",9,11,22.7869296984197,"pottery","decor","paint"
"504",9,12,5.9261715646444,"pottery","decor","paint"
"505",9,20,302.149685342873,"pottery","decor","paint"
"506",9,15,170.872957186757,"pottery","decor","paint"
"507",9,16,53.8649291889774,"pottery","decor","paint"
"508",9,17,82.3265208838314,"pottery","decor","paint"
"509",9,22,304.514960402806,"pottery","decor","paint"
"510",3,21,212.590348739279,"pottery","decor","paint"
"511",3,10,4.33634377744321,"pottery","decor","paint"
"512",3,11,4.76514281255352,"pottery","decor","paint"
"513",3,12,1.2392654127152,"pottery","decor","paint"
"514",3,20,63.1847475935623,"pottery","decor","paint"
"515",3,15,35.7325034383508,"pottery","decor","paint"
"516",3,16,11.2640923358516,"pottery","decor","paint"
"517",3,17,17.2159055416462,"pottery","decor","paint"
"518",3,22,63.6793676938004,"pottery","decor","paint"
"519",21,10,54.1315077181818,"pottery","decor","paint"
"520",21,11,59.4842978727273,"pottery","decor","paint"
"521",21,12,15.4700154545455,"pottery","decor","paint"
"522",21,20,788.748731090909,"pottery","decor","paint"
"523",21,15,446.056490199105,"pottery","decor","paint"
"524",21,16,140.61207609697,"pottery","decor","paint"
"525",21,17,214.909834536364,"pottery","decor","paint"
"526",21,22,794.923179692719,"pottery","decor","paint"
"527",10,11,1.21333995859013,"pottery","decor","paint"
"528",10,12,0.315551978963727,"pottery","decor","paint"
"529",10,20,16.0886214840681,"pottery","decor","paint"
"530",10,15,9.09850469286927,"pottery","decor","paint"
"531",10,16,2.86815607967347,"pottery","decor","paint"
"532",10,17,4.38365583964501,"pottery","decor","paint"
"533",10,22,16.2145657328657,"pottery","decor","paint"
"534",11,12,0.346755313166758,"pottery","decor","paint"
"535",11,20,17.679543634777,"pottery","decor","paint"
"536",11,15,9.99820965942275,"pottery","decor","paint"
"537",11,16,3.15177348240506,"pottery","decor","paint"
"538",11,17,4.81713332454215,"pottery","decor","paint"
"539",11,22,17.8179418713427,"pottery","decor","paint"
"540",12,20,4.59789932873543,"pottery","decor","paint"
"541",12,15,2.6002233106961,"pottery","decor","paint"
"542",12,16,0.819678238219361,"pottery","decor","paint"
"543",12,17,1.25278652757604,"pottery","decor","paint"
"544",12,22,4.63389240480962,"pottery","decor","paint"
"545",20,15,132.574065157895,"pottery","decor","paint"
"546",20,16,41.7918244618424,"pottery","decor","paint"
"547",20,17,63.8741303689553,"pottery","decor","paint"
"548",20,22,236.261997607215,"pottery","decor","paint"
"549",15,16,23.6342878329372,"pottery","decor","paint"
"550",15,17,36.1223660765705,"pottery","decor","paint"
"551",15,22,133.61187570387,"pottery","decor","paint"
"552",16,17,11.3869902112491,"pottery","decor","paint"
"553",16,22,42.1189774092185,"pottery","decor","paint"
"554",17,22,64.3741470655311,"pottery","decor","paint"
"555",3,11,0.0172881566742081,"pottery","decor","impressed_comb"
"556",7,8,217.06707050322,"pottery","decor","incised"
"557",7,9,199.269779927801,"pottery","decor","incised"
"558",7,3,10.4072865756825,"pottery","decor","incised"
"559",7,10,1.17287357017249,"pottery","decor","incised"
"560",7,11,2.8430582721584,"pottery","decor","incised"
"561",7,12,2.01114356165252,"pottery","decor","incised"
"562",7,14,88.2253757288437,"pottery","decor","incised"
"563",7,6,220.524698279796,"pottery","decor","incised"
"564",7,15,6.82218139252972,"pottery","decor","incised"
"565",7,16,71.4579768995475,"pottery","decor","incised"
"566",7,17,76.4209877665401,"pottery","decor","incised"
"567",7,22,1.3421058250501,"pottery","decor","incised"
"568",8,9,964.407929269214,"pottery","decor","incised"
"569",8,3,50.3682480073083,"pottery","decor","incised"
"570",8,10,5.67636784420834,"pottery","decor","incised"
"571",8,11,13.7595773028776,"pottery","decor","incised"
"572",8,12,9.73335143170809,"pottery","decor","incised"
"573",8,14,426.985225489185,"pottery","decor","incised"
"574",8,6,1067.27556831644,"pottery","decor","incised"
"575",8,15,33.0173789134126,"pottery","decor","incised"
"576",8,16,345.835879160548,"pottery","decor","incised"
"577",8,17,369.855412051642,"pottery","decor","incised"
"578",8,22,6.49540286573145,"pottery","decor","incised"
"579",9,3,46.2385642948838,"pottery","decor","incised"
"580",9,10,5.21096345236696,"pottery","decor","incised"
"581",9,11,12.6314320025032,"pottery","decor","incised"
"582",9,12,8.93531567574937,"pottery","decor","incised"
"583",9,14,391.976782652485,"pottery","decor","incised"
"584",9,6,979.769833939784,"pottery","decor","incised"
"585",9,15,30.3102898777589,"pottery","decor","incised"
"586",9,16,317.48085682318,"pottery","decor","incised"
"587",9,17,339.531032476634,"pottery","decor","incised"
"588",9,22,5.96284593787574,"pottery","decor","incised"
"589",3,10,0.272153610064908,"pottery","decor","incised"
"590",3,11,0.659703306537133,"pottery","decor","incised"
"591",3,12,0.466665798072364,"pottery","decor","incised"
"592",3,14,20.4718182032241,"pottery","decor","incised"
"593",3,6,51.1705560357152,"pottery","decor","incised"
"594",3,15,1.58301912645328,"pottery","decor","incised"
"595",3,16,16.5811105951399,"pottery","decor","incised"
"596",3,17,17.732727750299,"pottery","decor","incised"
"597",3,22,0.311422266359713,"pottery","decor","incised"
"598",10,11,0.0743468114158339,"pottery","decor","incised"
"599",10,12,0.0525919966441047,"pottery","decor","incised"
"600",10,14,2.3071195675577,"pottery","decor","incised"
"601",10,6,5.76678582922418,"pottery","decor","incised"
"602",10,15,0.178402053310696,"pottery","decor","incised"
"603",10,16,1.86864714829584,"pottery","decor","incised"
"604",10,17,1.99843134462991,"pottery","decor","incised"
"605",10,22,0.0350964627254508,"pottery","decor","incised"
"606",11,12,0.127483571043688,"pottery","decor","incised"
"607",11,14,5.59248288836347,"pottery","decor","incised"
"608",11,6,13.9787514805457,"pottery","decor","incised"
"609",11,15,0.432448514770798,"pottery","decor","incised"
"610",11,16,4.529620982018,"pottery","decor","incised"
"611",11,17,4.84421928346046,"pottery","decor","incised"
"612",11,22,0.0850742068136271,"pottery","decor","incised"
"613",12,14,3.95605185610401,"pottery","decor","incised"
"614",12,6,9.888392480502,"pottery","decor","incised"
"615",12,15,0.305908624787776,"pottery","decor","incised"
"616",12,16,3.20419674964866,"pottery","decor","incised"
"617",12,17,3.42673961999668,"pottery","decor","incised"
"618",12,22,0.0601804208416832,"pottery","decor","incised"
"619",14,6,433.786607073301,"pottery","decor","incised"
"620",14,15,13.4196801636672,"pottery","decor","incised"
"621",14,16,140.562547367136,"pottery","decor","incised"
"622",14,17,150.325116646923,"pottery","decor","incised"
"623",14,22,2.64001055991983,"pottery","decor","incised"
"624",6,15,33.5433076329372,"pottery","decor","incised"
"625",6,16,351.344645364236,"pottery","decor","incised"
"626",6,17,375.746781677913,"pottery","decor","incised"
"627",6,22,6.59886713286572,"pottery","decor","incised"
"628",15,16,10.8692446726655,"pottery","decor","incised"
"629",15,17,11.6241524067912,"pottery","decor","incised"
"630",15,22,0.204143431174743,"pottery","decor","incised"
"631",16,17,121.755545091611,"pottery","decor","incised"
"632",16,22,2.13827158056112,"pottery","decor","incised"
"633",17,22,2.28678215350701,"pottery","decor","incised"
"634",3,21,3.53833604082858,"pottery","decor","applied_elements"
"635",3,15,0.991214680367938,"pottery","decor","applied_elements"
"636",3,22,2.57397992549253,"pottery","decor","applied_elements"
"637",21,15,2.5724134382878,"pottery","decor","applied_elements"
"638",21,22,6.68002672010688,"pottery","decor","applied_elements"
"639",15,22,1.87131478576848,"pottery","decor","applied_elements"
"640",3,18,32.9715980264335,"pottery","decor","diagonal_fibre_mat"
"641",7,3,83.6973441071832,"pottery","decor","channel"
"642",7,21,142.059868121212,"pottery","decor","channel"
"643",7,15,228.82733426146,"pottery","decor","channel"
"644",7,22,321.769871631263,"pottery","decor","channel"
"645",3,21,86.5630146639575,"pottery","decor","channel"
"646",3,15,139.43405800073,"pottery","decor","channel"
"647",3,22,196.067830308494,"pottery","decor","channel"
"648",21,15,236.662036322477,"pottery","decor","channel"
"649",21,22,332.786785692597,"pottery","decor","channel"
"650",15,22,536.04662635968,"pottery","decor","channel"
"651",3,21,323.470402985955,"pottery","decor","cord_wrapped_impressed"
"652",3,15,27.1846943086668,"pottery","decor","cord_wrapped_impressed"
"653",21,15,3.08689612594536,"pottery","decor","cord_wrapped_impressed"
"654",3,15,0.582575984553414,"pottery","decor","dragged_organic"
"655",3,15,0.108832876235253,"pottery","decor","knotted_cord_roulette"
"656",3,15,0.118383302211539,"pottery","decor","perforation"
"657",3,22,0.139735000005203,"pottery","decor","perforation"
"658",15,22,0.0340239051957906,"pottery","decor","perforation"
"659",3,21,142.051744825391,"pottery","decor","twisted_cord_impressed"
"660",3,15,3.18350260050112,"pottery","decor","twisted_cord_impressed"
"661",21,15,5.1448268765756,"pottery","decor","twisted_cord_impressed"
